Pixel Number,405 nm(ADC counts),450 nm(ADC counts),MercuryLamp(ADC counts)
2362,306.83859,167.94577,709.004
2363,306.69064,167.93978,696.89722
2364,307.41819,167.93531,685.20589
2365,307.10533,167.99028,674.12152
2366,307.89353,168.06763,663.17008
2367,307.28586,168.34967,652.68771
2368,307.47266,168.44207,642.05671
2369,307.78865,168.85511,632.20743
2370,307.99182,169.01933,622.38466
2371,308.05632,169.62148,612.88845
2372,307.71293,169.60261,603.39112
2373,307.37842,170.51746,594.61551
2374,307.6583,169.88363,586.2395
2375,307.1936,169.96162,578.52671
2376,307.3497,170.28088,571.19772
2377,306.95233,169.76076,563.98182
2378,307.4184,169.48085,557.19964
2379,307.15152,169.72996,550.29365
2380,307.60248,169.54775,543.61466
2381,307.68712,169.50976,537.27449
2382,306.96678,169.5475,531.01228
2383,307.46539,169.7016,525.25003
2384,307.42176,169.52077,519.62489
2385,307.54965,169.76408,514.33995
2386,307.79163,170.01036,509.0566
2387,307.39072,170.72692,504.30058
2388,308.28426,171.04258,499.10172
2389,308.35763,171.46685,494.36764
2390,308.53997,171.19738,489.23954
2391,308.75947,171.83458,484.17165
2392,309.43689,172.80255,479.19951
2393,309.12319,173.70705,474.45132
2394,309.35361,173.42603,470.08684
2395,309.84706,173.51957,465.91063
2396,309.9763,173.24942,461.32204
2397,310.06897,173.63699,456.86932
2398,310.28083,173.02319,452.10414
2399,310.2474,173.38372,447.86535
2400,311.32237,173.20809,443.46433
2401,310.91023,173.55088,439.13806
2402,310.97395,173.71471,434.67714
2403,311.01145,173.59563,430.02219
2404,311.57363,173.40508,425.13998
2405,311.53628,173.64841,420.55245
2406,311.56474,173.23197,415.80691
2407,311.44321,173.66752,411.12969
2408,311.4075,173.6281,406.58378
2409,310.75582,174.35876,402.04914
2410,311.04576,174.04515,397.58966
2411,311.54528,174.06141,392.94517
2412,312.20629,173.71994,388.26172
2413,311.61351,174.12725,383.95003
2414,311.34383,174.08544,379.76603
2415,310.99737,173.90586,375.14091
2416,310.86037,173.22248,371.10457
2417,309.89567,173.55526,367.14773
2418,310.19311,172.79801,363.14284
2419,309.34163,173.3868,358.91783
2420,309.47106,172.66061,354.3835
2421,309.02226,172.20494,350.29159
2422,309.35081,171.42545,346.20412
2423,309.33805,171.06571,342.51086
2424,308.67709,170.12067,338.50332
2425,308.22162,169.97679,334.99178
2426,308.94989,168.90668,331.27002
2427,308.65699,168.81986,327.99014
2428,309.0818,168.28538,324.58027
2429,308.49503,168.20435,321.31466
2430,308.96761,167.77872,318.04626
2431,308.97671,168.03906,315.06068
2432,309.2303,168.13709,312.10397
2433,308.95677,168.72619,309.00306
2434,309.14301,168.23639,305.8957
2435,309.61171,168.04765,302.7379
2436,309.3945,167.53728,299.56308
2437,309.26462,167.06073,296.55199
2438,309.46287,166.33057,293.65632
2439,308.81266,166.26401,290.46703
2440,308.92427,166.57524,287.599
2441,308.56758,166.40897,284.34509
2442,308.73178,165.71348,281.44848
2443,308.73158,166.09631,278.46037
2444,308.6147,165.76765,275.72001
2445,308.22261,165.81613,273.14264
2446,308.54436,165.67815,270.299
2447,307.97424,165.7773,267.53
2448,308.07315,165.63476,264.77527
2449,307.77776,165.55013,262.36413
2450,307.78372,164.46632,259.81872
2451,307.10402,164.69192,257.38177
2452,307.30902,164.29545,254.48412
2453,306.3968,164.24107,251.94985
2454,306.97649,163.90596,249.27093
2455,306.69958,164.31285,246.75733
2456,306.8688,164.5601,244.14702
2457,306.85044,164.72542,241.62222
2458,306.88586,164.54017,239.00332
2459,307.16619,164.35669,236.82896
2460,307.10053,164.66885,234.61997
2461,306.93597,164.50249,231.96084
2462,307.15459,164.46419,229.32366
2463,306.86389,165.46103,226.9123
2464,308.03182,165.80183,224.77678
2465,307.38905,166.56715,222.63426
2466,308.75435,166.79393,220.7922
2467,308.16921,167.31611,218.70253
2468,308.19213,167.39036,217.2951
2469,307.71046,167.5595,215.78758
2470,307.46864,167.49962,213.98128
2471,306.91425,167.50367,212.45741
2472,306.75566,167.31899,211.13958
2473,306.75059,167.90592,209.53003
2474,306.74688,167.80242,207.70614
2475,307.16961,168.46526,205.63351
2476,307.22912,168.77865,203.74475
2477,307.07956,168.47061,202.5096
2478,307.34021,169.56226,200.87806
2479,307.41265,170.08181,199.63902
2480,308.0522,170.37716,198.71675
2481,307.62762,171.24212,197.67788
2482,307.79172,171.29652,196.59719
2483,308.89291,171.49863,195.80272
2484,309.36322,171.52033,194.44409
2485,309.32579,172.34727,193.46174
2486,309.96075,172.88566,192.49943
2487,310.11664,173.03766,191.70235
2488,310.56596,173.09831,191.27517
2489,310.27335,173.08817,190.99402
2490,310.96611,173.00855,190.67079
2491,311.79419,174.03015,190.12497
2492,312.24289,173.99463,189.71772
2493,312.18508,174.03428,188.97745
2494,312.26046,173.74845,188.60369
2495,311.78253,173.99091,188.47506
2496,311.51296,174.30682,188.30768
2497,311.61066,174.79172,188.19309
2498,311.68395,174.39374,187.99456
2499,312.05917,174.88909,188.14119
2500,312.02299,174.96445,188.05741
2501,310.59049,174.92829,187.9507
2502,310.96896,174.93075,187.34907
2503,310.63062,175.10208,186.78374
2504,310.5014,175.44166,186.76456
2505,309.85442,175.66813,186.53733
2506,310.00073,174.98066,185.8023
2507,309.83348,175.58782,185.24845
2508,308.67891,174.93097,184.99746
2509,307.6588,174.1505,184.88752
2510,308.54698,173.98419,184.84955
2511,307.8864,174.207,184.5553
2512,307.33508,173.75344,184.11545
2513,307.35787,173.8155,183.8642
2514,307.75521,172.62153,183.35673
2515,308.00386,172.39265,183.17998
2516,307.77964,172.74305,182.67574
2517,307.20637,172.60803,182.31785
2518,307.78051,172.15129,181.72407
2519,307.38929,172.02576,181.34403
2520,307.57423,171.25925,180.99262
2521,307.31454,171.09269,180.54984
2522,307.32398,170.40584,180.65304
2523,307.23003,170.32385,180.1888
2524,306.77891,169.69688,179.79686
2525,306.86862,169.85382,179.32607
2526,306.87564,169.38907,179.31071
2527,306.07994,169.44769,179.083
2528,306.40188,169.35814,178.17869
2529,305.89973,169.54832,177.70383
2530,305.80761,169.29237,177.2807
2531,305.27004,169.28247,176.35731
2532,304.81951,168.19739,175.94524
2533,303.95538,167.42881,175.68401
2534,304.16856,166.96749,175.3963
2535,303.1826,167.08061,175.16697
2536,302.96122,166.41807,175.05973
2537,303.32337,166.53043,175.38287
2538,303.737,166.01712,174.72603
2539,303.30695,166.7768,174.1054
2540,303.92468,166.81625,173.35958
2541,303.1454,166.73072,171.72816
2542,303.35664,166.82444,171.02591
2543,303.20429,167.17678,170.25713
2544,303.22257,165.89974,169.60595
2545,302.95464,166.42586,168.84893
2546,303.226,166.54265,168.55934
2547,303.03842,167.09006,167.66515
2548,303.33857,167.22657,167.16904
2549,302.83618,167.4984,166.8414
2550,302.49515,168.0294,166.97443
2551,302.13774,168.61099,166.91248
2552,302.83244,169.34792,166.27617
2553,302.75483,169.80504,166.14148
2554,303.40546,170.45328,165.61562
2555,303.5583,170.92434,165.36022
2556,303.86775,171.19872,164.7473
2557,303.78277,171.56828,164.55295
2558,304.18336,171.45493,164.42369
2559,304.51128,172.41126,164.42593
2560,304.44896,173.08086,164.69594
2561,304.38276,173.26334,164.72394
2562,304.92628,173.7912,164.87166
2563,304.78728,174.53441,164.63544
2564,304.92534,174.31393,164.70881
2565,304.03362,174.71954,164.685
2566,303.92934,174.74798,164.58659
2567,302.93848,174.80622,164.74055
2568,302.8964,174.49185,165.39049
2569,303.19231,174.59512,165.86951
2570,303.72218,174.70343,166.50489
2571,303.67326,174.655,166.74102
2572,303.92407,174.87767,167.22666
2573,303.97216,174.84513,167.08219
2574,303.31142,174.75202,167.04783
2575,303.32982,175.62947,167.47764
2576,303.52968,175.68391,168.07674
2577,303.88343,176.23382,168.17605
2578,304.35284,176.69786,168.3585
2579,304.41497,176.64406,168.02583
2580,304.50919,176.58609,167.77738
2581,303.57974,176.67849,168.00906
2582,304.10102,176.09703,168.52611
2583,304.08099,176.21465,168.83022
2584,304.58243,176.16543,168.71211
2585,304.45897,176.77145,168.33816
2586,304.85978,176.48779,168.17778
2587,304.63924,176.66688,167.85005
2588,304.48949,176.00914,167.78506
2589,304.78837,175.68238,167.75767
2590,305.31838,175.48265,167.903
2591,305.13146,175.75345,168.3871
2592,304.99555,175.21329,168.50515
2593,304.56013,175.3427,168.96238
2594,304.77438,174.97536,169.59443
2595,304.91145,174.8875,169.9197
2596,305.73121,175.00048,170.26261
2597,305.91835,174.79895,170.33757
2598,306.50367,174.2878,170.58758
2599,306.76787,174.76248,170.8347
2600,306.50715,173.95845,170.74883
2601,306.19413,173.62776,171.11595
2602,307.89222,173.05702,171.40947
2603,307.68054,172.96892,171.31921
2604,308.34899,172.36495,171.94791
2605,308.82138,171.87738,172.45758
2606,309.25467,171.12022,173.17773
2607,308.88704,171.10286,173.52842
2608,308.8613,170.23211,173.61984
2609,309.48107,170.09789,173.74985
2610,310.34096,170.29776,173.74063
2611,309.502,169.97948,173.52585
2612,309.71078,169.02106,173.09108
2613,309.8935,169.0061,172.36921
2614,309.47118,168.70674,172.26559
2615,308.94343,169.27461,171.92364
2616,308.02045,169.25333,172.8537
2617,308.13794,168.22096,173.0136
2618,307.97739,168.18505,173.78344
2619,307.08671,167.94023,174.04167
2620,306.6435,167.51448,174.46421
2621,306.11055,167.36787,175.09049
2622,305.56248,167.06996,174.82753
2623,305.00442,167.16293,175.01628
2624,304.56573,166.90979,175.16324
2625,304.56472,167.52777,175.43345
2626,304.84634,167.15104,175.31551
2627,304.61698,167.90061,175.05544
2628,304.75649,168.08306,174.95436
2629,304.79597,167.67177,174.92406
2630,305.00381,167.3427,174.50841
2631,304.73234,168.10284,174.82543
2632,304.67532,168.44942,175.19564
2633,304.50746,169.59718,175.57916
2634,305.16932,169.82511,175.65163
2635,304.78411,170.50193,175.60235
2636,305.68793,170.87418,175.92079
2637,305.28035,171.40658,175.84715
2638,305.67197,171.55739,175.28032
2639,305.53609,173.08731,175.0065
2640,305.7438,172.38668,173.56596
2641,304.98502,172.53001,173.70998
2642,305.40754,172.8681,173.0802
2643,304.31626,173.27083,172.87527
2644,304.07278,172.86464,172.16689
2645,303.46929,174.17297,171.61436
2646,303.45209,174.22061,171.10834
2647,302.88301,174.82402,170.65787
2648,302.66961,174.77427,170.02061
2649,302.43431,174.94122,170.44642
2650,302.48332,174.77483,170.06856
2651,303.20668,174.28958,169.24912
2652,303.52529,174.55912,168.01174
2653,303.11104,174.29943,167.10965
2654,302.84541,174.21426,166.92599
2655,303.0653,173.93588,166.35527
2656,303.30297,173.85475,166.14314
2657,303.26864,174.36022,165.81732
2658,302.65531,173.91909,165.38459
2659,302.04066,174.87096,164.8823
2660,301.62293,174.48376,164.51129
2661,301.62574,174.31309,164.46771
2662,301.56149,174.13993,164.37994
2663,301.11699,174.16918,164.50538
2664,300.43461,173.90258,164.40908
2665,299.77834,174.05774,164.54856
2666,299.63181,173.41792,164.50238
2667,299.90443,173.30854,165.31357
2668,299.11192,173.66522,165.81637
2669,298.77578,173.69036,166.33321
2670,298.57588,173.49953,166.19553
2671,297.88885,173.73218,166.62485
2672,297.64206,173.2653,166.35061
2673,297.17236,173.16117,166.68335
2674,296.78346,173.04299,167.26303
2675,297.09331,172.92124,168.23971
2676,296.87426,171.98124,168.29239
2677,296.59935,171.93424,168.51732
2678,297.1404,171.47088,167.95183
2679,296.72139,171.7103,168.43157
2680,296.4431,171.08535,168.02385
2681,296.80512,170.37987,168.08876
2682,297.88345,169.41835,168.42566
2683,297.38393,169.74273,168.75267
2684,297.69924,169.26686,168.55219
2685,297.09319,169.08495,168.17778
2686,297.3261,168.39892,167.85005
2687,297.323,168.11445,167.78506
2688,297.4615,167.2493,167.75767
2689,298.24604,167.29693,167.903
2690,298.74426,167.15532,168.3871
2691,298.48703,167.97519,168.50515
2692,298.75229,168.10311,168.96238
2693,299.43064,167.88845,169.59443
2694,300.39878,167.50266,169.9197
2695,300.5646,167.5249,170.26261
2696,300.68693,167.06648,170.33757
2697,300.54681,165.8612,170.58758
2698,301.08313,165.58548,170.8347
2699,300.30757,165.60133,170.74883
2700,300.26666,165.21192,171.11595
2701,300.41987,165.82149,171.40947
2702,300.54731,166.03084,171.31921
2703,299.72073,166.62392,171.94791
2704,300.4289,166.152,172.45758
2705,300.11915,166.01698,173.17773
2706,299.94722,166.07008,173.52842
2707,299.86692,166.79691,173.61984
2708,300.3369,167.02385,173.74985
2709,300.2011,167.08788,173.6274
2710,300.44893,167.39714,173.45934
2711,300.23189,167.73996,172.88591
2712,300.17579,167.3819,172.23272
2713,300.0348,167.52972,172.01867
2714,300.22944,167.73262,171.92288
2715,300.00602,168.05798,173.10999
2716,300.43842,167.51222,173.23403
2717,300.62118,167.90922,173.77317
2718,300.75343,168.66964,174.58196
2719,301.07305,168.79059,174.7103
2720,301.70556,168.91815,174.96194
2721,302.07879,169.32277,175.27647
2722,302.72774,169.54918,175.31463
2723,303.06782,170.19004,175.73276
2724,303.40458,170.47995,175.69464
2725,303.71676,170.73998,174.94519
2726,304.04337,170.75036,174.84404
2727,303.66278,171.25547,174.70233
2728,304.14662,171.20735,174.6795
2729,304.4459,172.21578,174.81121
2730,304.65467,172.81229,175.13654
2731,304.95546,173.18849,175.56462
2732,305.50813,172.75654,175.83238
2733,305.74511,172.96738,176.23684
2734,306.09467,173.03692,175.94851
2735,305.72654,173.42343,175.61784
2736,305.43165,172.87287,175.49915
2737,305.38674,172.89192,174.22261
2738,305.46881,173.14593,173.60459
2739,304.69616,173.45921,172.94146
2740,303.5897,172.67921,172.94875
2741,303.22257,172.78937,172.67801
2742,304.04588,172.58498,172.53196
2743,303.54336,172.51922,172.16163
2744,304.57501,171.72997,171.62676
2745,304.46773,172.31635,171.23255
2746,304.74778,171.88329,170.51861
2747,304.62782,171.66984,170.45762
2748,305.08212,170.93048,170.40685
2749,305.1026,170.97104,169.8651
2750,305.09188,171.03442,168.96601
2751,305.10777,171.26443,167.80967
2752,304.72447,171.66185,167.21068
2753,304.44033,171.47186,166.81588
2754,304.45802,172.07657,166.3961
2755,305.0373,172.20412,166.17793
2756,304.62542,172.48814,166.10954
2757,304.30334,172.87871,165.67748
2758,304.16273,172.76213,164.73885
2759,304.44822,173.21146,164.59264
2760,304.47956,172.11113,164.57591
2761,304.74298,171.9779,164.62082
2762,304.00924,171.71728,164.32011
2763,303.45907,171.30637,164.56299
2764,303.00921,170.98841,164.70194
2765,303.32812,170.16839,165.34141
2766,303.18083,168.77522,166.42571
2767,302.97816,168.18814,166.63275
2768,302.608,167.38812,166.62981
2769,302.46192,166.63647,166.59259
2770,302.22179,165.73654,166.05801
2771,301.7653,165.19083,166.82416
2772,301.63822,164.23344,167.53376
2773,301.20852,164.03819,167.88128
2774,301.30956,163.57931,168.3018
2775,301.21344,163.50077,168.00538
2776,301.40794,163.08989,168.0104
2777,301.24242,163.35743,167.79282
2778,301.30169,163.04757,168.13208
2779,300.53215,162.65435,168.46369
2780,301.23307,162.12853,168.35096
2781,301.94918,162.55605,168.29204
2782,301.6053,162.78926,168.34559
2783,300.81723,163.18782,168.11622
2784,301.33384,162.71484,167.85005
2785,301.38907,163.16651,167.76337
2786,301.81531,163.38443,167.82703
2787,301.98115,163.39076,168.27516
2788,301.83554,163.23966,168.3871
2789,302.05218,163.79326,168.80113
2790,301.77864,163.56561,169.59443
2791,301.37585,163.70178,169.77385
2792,301.68315,163.0346,170.21214
2793,301.47765,162.55721,170.33757
2794,300.22218,162.67467,170.30788
2795,299.51878,162.61185,170.8347
2796,298.94938,162.6309,170.72497
2797,299.54891,162.47895,171.11595
2798,299.89715,163.41432,171.40947
2799,299.73499,163.36502,171.27237
2800,299.93804,163.57522,171.94791
2801,300.11534,163.65929,172.39653
2802,300.47754,163.38058,173.13266
2803,300.76613,163.93065,173.52842
2804,301.13221,163.95367,173.45413
2805,300.27598,164.64361,173.61984
2806,300.00649,164.91754,173.74985
2807,300.20863,165.13239,173.50314
2808,300.70816,164.58432,173.43889
2809,299.93846,165.03514,173.07214
2810,299.664,165.42673,172.36817
2811,299.45942,165.33316,172.13049
2812,299.92574,165.36726,172.85705
2813,299.97737,165.98134,173.59988
2814,299.88264,166.42808,173.94871
2815,299.45011,166.41284,174.57118
2816,299.83736,165.89467,174.72724
2817,300.19682,166.84511,174.5213
2818,300.54312,167.02006,174.43963
2819,299.96155,167.46881,174.5507
2820,299.83235,167.60856,174.219
2821,299.0486,168.31508,173.9671
2822,298.94181,169.08609,173.42921
2823,298.14976,169.816,173.11086
2824,298.37744,170.18222,173.47517
2825,298.6312,171.13798,173.82359
2826,298.77735,171.1505,173.71756
2827,298.86278,172.06706,173.72102
2828,299.38443,172.23447,174.02267
2829,298.87629,172.80621,174.69538
2830,298.51443,172.41555,174.74545
2831,298.4134,172.12578,174.28822
2832,297.48249,171.9465,174.0969
2833,296.77635,172.4094,174.22849
2834,296.46929,172.6049,174.41208
2835,296.39112,173.05274,174.67175
2836,296.22634,173.172,174.84053
2837,296.32754,173.83218,175.95212
2838,296.01454,173.89214,176.21737
2839,295.74353,173.62153,176.28647
2840,295.61545,173.18759,176.08578
2841,296.32759,173.30453,175.85404
2842,296.16167,172.94467,175.64282
2843,295.72674,172.93892,175.49422
2844,295.84559,172.59276,174.83429
2845,295.30641,173.06789,175.23117
2846,295.69795,172.12168,175.14151
2847,295.66145,172.57372,174.06686
2848,295.9471,172.66815,173.04952
2849,295.9413,173.48882,172.69838
2850,296.52598,173.19841,172.32948
2851,296.4639,173.5453,172.19798
2852,296.7512,173.28948,171.33937
2853,296.91103,173.03382,170.75408
2854,297.40389,172.78275,169.25074
2855,297.78365,171.58725,168.22394
2856,297.3487,171.3761,166.89317
2857,297.51187,170.84713,166.3009
2858,296.48824,169.98311,165.66425
2859,295.47266,169.06348,165.38431
2860,295.10065,167.98261,164.83807
2861,294.82212,167.74908,164.59602
2862,293.80011,167.2631,164.58896
2863,293.45763,166.46883,164.03803
2864,293.52163,166.01041,164.05712
2865,293.79366,165.82348,163.81508
2866,293.36709,165.70197,163.28391
2867,292.90496,166.33483,163.17781
2868,292.40521,166.88754,162.49489
2869,292.52589,166.59564,162.37879
2870,292.76169,166.73557,162.22719
2871,292.87297,167.29841,161.60907
2872,293.25799,167.65667,161.57372
2873,293.38906,168.56536,161.70451
2874,293.52689,168.7965,161.7192
2875,293.38606,169.11398,161.91192
2876,294.10085,169.20119,161.98365
2877,294.01211,169.81962,162.18205
2878,294.22064,169.43446,161.39511
2879,293.98973,169.64254,161.28825
2880,294.76659,169.48754,161.00493
2881,294.17173,169.80191,159.72728
2882,293.79142,169.76463,159.00889
2883,293.58799,170.03413,158.41054
2884,294.44051,169.99537,157.53871
2885,294.266,170.27057,157.27998
2886,294.22851,170.06157,157.64323
2887,293.63835,170.17039,157.54868
2888,293.59541,170.13715,157.50156
2889,293.5701,171.26124,157.22622
2890,293.35905,170.81874,157.30919
2891,293.54041,171.21339,157.11822
2892,294.1786,170.8323,157.14255
2893,294.50436,171.83084,157.58621
2894,294.86147,172.29497,157.25456
2895,295.32175,172.41319,157.39474
2896,296.087,173.15848,157.69973
2897,296.37921,173.70612,158.29401
2898,296.18008,174.0244,158.81576
2899,296.76852,174.09472,159.38448
2900,297.05973,174.29149,159.82494
2901,297.36789,174.55366,160.1216
2902,297.24626,175.16855,160.90166
2903,297.40803,175.33523,161.22372
2904,297.62792,175.58606,161.63909
2905,297.84361,175.94667,161.63694
2906,298.72611,175.551,162.50022
2907,299.11375,176.04436,163.31683
2908,299.0564,176.48659,164.50165
2909,298.56004,177.4535,165.92511
2910,299.07315,177.48932,166.36545
2911,299.78448,177.32522,167.45862
2912,299.85079,177.2254,167.94806
2913,299.316,177.18213,167.52539
2914,299.61793,177.16504,168.32345
2915,299.47044,177.57246,169.20366
2916,300.00423,177.68902,170.0435
2917,299.87121,178.92599,170.25619
2918,299.70141,179.0112,170.15309
2919,299.39329,179.65226,169.68904
2920,299.47129,179.45634,169.57658
2921,299.40822,180.2156,169.41596
2922,300.7508,180.27106,169.77908
2923,300.42031,180.21025,170.19774
2924,301.02236,180.03299,169.99744
2925,301.09427,179.56708,169.22077
2926,300.56472,178.38281,168.56697
2927,300.55113,178.12831,167.85678
2928,300.49844,177.32044,167.78506
2929,300.00937,177.68137,167.75767
2930,300.24517,177.12196,167.903
2931,300.0509,176.85132,168.3871
2932,299.88362,177.14367,168.50515
2933,300.09772,177.21833,168.96238
2934,300.04715,176.86936,169.59443
2935,299.91221,175.97613,169.9197
2936,300.06462,175.34895,170.26261
2937,300.40974,175.04124,170.33757
2938,300.29111,173.9078,170.58758
2939,300.10057,173.15545,170.8347
2940,300.18534,173.39272,170.74883
2941,299.83253,173.22904,171.11595
2942,300.12993,172.75,171.40947
2943,300.58549,173.46541,171.31921
2944,301.23859,172.72554,171.94791
2945,301.72397,172.81391,172.45758
2946,302.15623,172.0471,173.17773
2947,301.84594,172.50514,173.52842
2948,302.38634,172.07789,173.61984
2949,302.02004,172.0176,173.74985
2950,301.698,171.63381,173.47688
2951,301.02842,171.78214,173.50314
2952,301.13793,170.85187,173.38954
2953,301.18302,170.27559,172.92447
2954,300.4159,169.51459,172.13095
2955,300.0463,169.08539,172.11776
2956,299.712,169.09039,173.3015
2957,299.07652,169.01986,173.59988
2958,298.32628,168.92795,174.20153
2959,298.3959,168.76362,174.66811
2960,298.89993,168.68023,174.72724
2961,298.18002,169.30227,174.40248
2962,297.54865,169.38072,174.5507
2963,297.10828,169.16507,174.45753
2964,297.70682,169.48032,174.0929
2965,296.87098,170.07418,173.71589
2966,296.64164,170.18325,173.27618
2967,296.3597,170.5734,173.17829
2968,296.62772,170.64666,173.47517
2969,297.00346,170.80065,173.82359
2970,296.74614,170.76168,173.71756
2971,296.5598,170.87151,174.02267
2972,296.01502,170.61841,174.44551
2973,295.2805,170.73313,174.69538
2974,294.86132,170.28333,174.74545
2975,294.74925,169.99414,174.17918
2976,295.18603,170.17923,174.0969
2977,294.23023,170.6549,174.22849
2978,293.47,170.92955,174.66034
2979,292.99614,170.65786,174.67175
2980,293.53323,170.64126,175.10552
2981,293.11054,171.18269,175.95212
2982,293.34664,170.78344,176.21737
2983,293.12526,170.68359,176.28647
2984,292.43676,170.74646,175.9148
2985,291.86578,170.50011,175.48375
2986,291.60928,170.41543,175.64282
2987,291.07564,170.20942,175.19917
2988,291.129,169.90054,175.30868
2989,290.65763,170.23857,175.51943
2990,290.37095,169.78504,175.03348
2991,289.63965,169.982,174.25474
2992,289.70936,169.49534,173.50984
2993,289.06229,170.35086,173.1317
2994,288.71957,169.70506,172.81255
2995,287.94001,169.55582,172.23278
2996,287.68937,168.78722,171.73929
2997,286.9192,167.70519,171.06003
2998,286.70432,166.95886,170.09572
2999,286.15982,167.28105,168.88186
3000,285.39847,167.21745,168.49083
3001,284.02493,167.26947,168.14155
3002,283.38046,166.79624,167.61872
3003,282.87498,166.41258,166.92094
3004,281.29698,166.39707,166.7019
3005,280.21303,165.34163,166.67138
3006,279.19834,164.38961,165.79782
3007,277.75945,164.34835,165.12823
3008,276.74862,163.66372,164.7007
3009,275.67037,162.8869,163.76327
3010,274.4386,161.99344,162.49659
3011,273.43138,161.21806,161.9873
3012,271.81439,161.2371,161.49364
3013,270.56454,160.87799,161.04324
3014,270.07573,160.31533,160.6605
3015,268.9856,160.19306,159.72061
3016,268.15965,159.29817,158.89518
3017,266.53458,158.78375,158.33713
3018,265.55148,158.07894,157.31208
3019,264.33944,157.45825,156.83001
3020,263.15604,156.6403,155.43803
3021,262.52883,156.23887,153.91599
3022,262.54312,155.73608,152.88167
3023,260.58551,155.56946,152.27665
3024,260.23428,154.49962,151.02927
3025,259.62813,153.93165,150.12536
3026,258.48608,153.73855,149.06213
3027,257.58056,153.71872,146.96276
3028,256.77157,153.77779,145.01162
3029,256.11919,153.58863,144.44694
3030,255.262,152.88866,143.76834
3031,254.25149,152.33489,142.89472
3032,253.4809,151.56051,142.03813
3033,252.45512,150.68224,140.81704
3034,251.33642,150.27547,139.20792
3035,250.19903,149.98381,138.28273
3036,249.96868,150.07452,138.16334
3037,249.145,149.82996,137.89705
3038,249.10157,149.10931,136.94452
3039,248.49615,149.27121,136.58245
3040,247.66866,148.71772,136.69043
3041,247.05598,147.82027,136.85617
3042,247.26655,147.08174,137.07809
3043,245.83292,146.92549,136.66316
3044,245.35169,146.20051,136.15182
3045,244.13895,146.88067,136.46179
3046,243.48519,146.51188,136.62296
3047,242.52415,147.07486,136.41399
3048,242.06951,146.71055,135.53318
3049,241.35006,146.35724,135.01298
3050,240.96817,146.52609,135.76622
3051,239.99873,146.12404,136.39903
3052,239.75409,145.39514,136.9054
3053,239.43433,145.56017,137.35351
3054,238.72828,145.37153,137.03833
3055,238.49771,145.93147,137.14584
3056,238.72478,146.52736,137.44955
3057,238.25062,146.27439,137.86327
3058,238.55758,146.21362,138.57063
3059,237.87075,146.5557,139.22621
3060,237.80595,146.81146,139.9476
3061,236.94248,147.04227,140.12052
3062,237.31019,146.08481,140.9478
3063,237.4821,146.10782,140.82349
3064,237.65333,145.85182,141.26593
3065,236.58386,146.10857,141.72059
3066,236.77054,145.9319,141.96392
3067,236.27284,145.83224,141.93561
3068,236.17348,145.30313,142.27626
3069,235.89735,144.97274,142.67028
3070,235.75855,144.94151,143.10529
3071,235.21302,145.71935,143.55031
3072,235.12039,145.49396,143.6766
3073,235.36995,145.83846,144.1936
3074,236.23254,145.75305,144.80286
3075,236.59686,146.16556,144.96722
3076,236.82636,146.19059,144.81525
3077,236.41491,145.86225,145.41482
3078,236.55338,145.71941,145.98679
3079,236.83287,144.99203,146.25
3080,236.95505,144.59604,146.03354
3081,237.02661,144.2608,146.54146
3082,237.0452,143.87796,146.03441
3083,236.50801,143.51215,146.00516
3084,236.14377,143.04286,145.81799
3085,237.08835,142.59663,146.16636
3086,237.1022,142.64972,145.9286
3087,236.76291,142.97726,145.60162
3088,236.65529,142.73257,145.31012
3089,236.2945,142.52442,144.59789
3090,236.65523,142.18855,144.13674
3091,236.37883,141.54164,144.09116
3092,236.80543,141.29147,143.44472
3093,236.54263,141.17634,143.06138
3094,236.00686,140.47823,142.56853
3095,235.5119,139.43442,141.98428
3096,235.56185,139.31595,141.75257
3097,235.55474,139.75567,141.5874
3098,234.83115,139.90738,140.85403
3099,234.13796,139.7974,140.51866
3100,233.81907,139.246,140.36821
3101,233.07167,138.79764,139.67349
3102,233.39944,138.20806,139.72812
3103,232.68241,138.96516,140.30309
3104,232.26429,138.33077,140.35202
3105,232.13376,137.94967,140.09924
3106,232.1547,137.69148,139.57631
3107,231.79211,137.87577,139.0988
3108,232.06458,137.61628,138.49488
3109,232.36115,137.67224,138.96085
3110,231.79368,137.55299,
3111,231.74665,137.30178,139.22639
3112,231.83635,136.98249,138.94779
3113,232.47621,136.7186,138.70594
3114,231.34625,137.10911,138.56277
3115,230.4432,137.42871,138.65308
3116,230.39236,137.54065,138.66237
3117,230.37824,137.89395,138.60738
3118,231.22304,137.55918,138.47558
3119,231.58053,137.70773,138.5579
3120,231.29903,137.62609,138.18669
3121,231.07867,137.42715,138.06967
3122,230.78276,137.96658,137.95178
3123,229.75753,137.95722,137.7483
3124,230.06378,137.18387,137.38573
3125,229.20653,137.47288,136.96526
3126,228.20491,137.43075,136.49784
3127,227.63201,136.90855,136.65599
3128,227.67263,136.74792,136.35416
3129,227.08821,136.34378,136.31238
3130,226.50067,135.74176,136.25144
3131,226.47784,135.46545,135.5659
3132,226.06533,134.62051,135.38365
3133,225.5456,133.84866,135.23724
3134,225.32627,134.57975,134.8484
3135,225.0581,135.05896,134.46664
3136,225.14175,135.38581,134.61749
3137,224.38765,135.22741,134.46535
3138,224.01545,135.03619,135.12156
